Feature,MeanGroup1,MeanGroup2,Log2FC,Statistic,PValue,CliffsD,QValue,Significant
C00785_Urocanate,-1.5487443981976174,-0.03700414691638689,5.021892412903201,2200.0,0.00010265595502759922,-0.35841353164187806,0.008058492469666539,True
"C01026_N,N-Dimethylglycine",-0.7702334770573731,0.28311378357837147,3.499143858778521,2146.0,6.136158536803739e-05,-0.37416156313794113,0.008058492469666539,True
C00122_Fumarate,-4.178375436142039,-2.394463787881685,5.926026223152892,2620.0,0.0018195769344217542,-0.23592884222805488,0.059215874082068826,False
C00093_Glycerophosphate,-1.5567712282394754,0.10450288471088477,5.518633149118883,2481.5,0.0023492856028208085,-0.27631962671332755,0.059215874082068826,False
C04501_N-Acetylglucosamine 1-phosphate,0.4818313016678078,1.2395527729531688,2.5170962435622286,2453.0,0.002447693087178514,-0.2846310877806941,0.059215874082068826,False
C02115_Alpha-Methylserine,0.28699059212124634,-1.4590410828066132,-5.8001916755060945,4368.0,0.003422120022253604,0.27384076990376194,0.059215874082068826,False
C01046_N-Methylglutamate,-0.6368918926568313,-2.4065012464987183,-5.878515029502835,4364.0,0.0031300525775683516,0.27267424905220183,0.059215874082068826,False
C03570_Mannosamine,-3.0193453438486455,-4.901654273346602,-6.252894916156617,4298.0,0.0011504149597241148,0.2534266550014581,0.059215874082068826,False
C05629_3-Phenylpropionate,0.14799020293016035,1.8065549836286598,5.509632942193043,2487.5,0.003261315507136679,-0.27456984543598717,0.059215874082068826,False
C05127_1-Methylhistamine,-0.7108259913688474,-2.136025512600016,-4.734410330397837,4349.0,0.0037717117249725365,0.2682997958588509,0.059215874082068826,False
C01005_O-Phosphoserine,-4.360316052281714,-2.936681982696741,4.729210012593152,2729.0,0.005230341350046928,-0.20414114902303881,0.07465123563248798,False
C01425_Glu-Glu,-2.125287940270581,-0.5051819883662488,5.381875478325235,2574.5,0.006229458886721793,-0.24919801691455234,0.08150208710127681,False
C00864_Pantothenate,-1.9031304596405685,-0.5611372627773993,4.458004903807469,2593.0,0.007188524907430703,-0.24380285797608636,0.08681526234358618,False
C00191_Glucuronate,-2.7712365974696844,-0.9354758252626508,6.098265284686663,2704.0,0.013459997882173178,-0.21143190434529013,0.15094426196437064,False
