Feature,MeanGroup1,MeanGroup2,Log2FC,Statistic,PValue,CliffsD,QValue,Significant
C00438_Carbamoylaspartate,-3.7076638205703336,-1.132543973381916,8.554362968077255,1759.0,0.0007350347845365173,-0.3074803149606299,0.11540046117223321,False
C05584_4-Hydroxy-3-methoxymandelate,-3.3788903499065377,-5.40125031893076,-6.7181343990771,3178.0,0.0020362694605795917,0.2511811023622048,0.15984715265549793,False
gamma-Glu-2AB,-4.025965716438637,-5.63189943259601,-5.334796330230046,3093.0,0.003971555345837465,0.2177165354330708,0.20784472976549404,False
C05582_Homovanillate,-3.5653498265547783,-5.36381653441637,-5.974377084565003,3067.0,0.007169554170387041,0.2074803149606299,0.28140500118769135,False
C01047_N-gamma-Ethylglutamine,-0.8346581865805791,-2.318311486369618,-4.92858957964155,3219.0,0.009178522231349403,0.2673228346456693,0.28820559806437124,False
C00954_Indole-3-acetate,-2.0291355006929512,0.06514054397017126,6.957034431216006,1919.5,0.015350769002140772,-0.24429133858267715,0.3442958190480145,False
C01118_o-Succinylhomoserine,-2.8184016134571377,-4.462146338782145,-5.4604017838800525,3099.0,0.014708291982112582,0.2200787401574804,0.3442958190480145,False
C01606_Phthalate,-0.8130609394194397,0.495941386735554,4.348411603527183,1945.0,0.02478723490183568,-0.23425196850393704,0.38915958795882016,False
C07044_Hydroxyurea,-3.737973790192089,-5.022073763450715,-4.26568777781194,2998.5,0.02298282500906379,0.18051181102362213,0.38915958795882016,False
C01586_Hippurate,-3.8568991935180184,-5.335406921073594,-4.911496358674937,2967.0,0.023002603843514217,0.1681102362204725,0.38915958795882016,False
C00311_Isocitrate,-3.65927135066591,-5.0002288195981235,-4.454564290094967,2961.0,0.035146124054120306,0.1657480314960631,0.501631043317899,False
C02735_Phenylethanolamine,-3.5192449405201756,-1.9410363247625526,5.242695540278541,2092.5,0.05203383213662419,-0.17618110236220474,0.6807759704541666,False
C03570_Mannosamine,-3.0193453438486455,-4.296277015879353,-4.241875196570302,2952.5,0.07049133071772176,0.16240157480314954,0.6916961826676448,False
C02693_Indole-3-acetamide,-2.4476605340407716,-0.699398039006894,5.807602299490915,2081.0,0.06428039013360438,-0.18070866141732278,0.6916961826676448,False
C11118_1-Methyl-2-pyrrolidinone,-2.8730855415377867,-1.447526270305961,4.735605394032155,2106.5,0.0669215841238133,-0.17066929133858266,0.6916961826676448,False
C06423_Octanoate,-3.6624448746916114,-4.925211521340914,-4.194820000791019,2909.0,0.06486969717213152,0.1452755905511811,0.6916961826676448,False
C05123_Isethionate,-2.562379452798476,-3.7891095822776975,-4.075109281961837,2954.0,0.07634508575918018,0.16299212598425195,0.7050693214230169,False
"C00628_2,5-Dihydroxybenzoate",-2.641115677452167,-3.6340513330723576,-3.298460850820114,2944.0,0.0850981627542752,0.1590551181102362,0.7422450862456226,False
N-Acetylvaline,-1.9662027862319762,-3.026079626810341,-3.520834653837724,2953.0,0.09948681367513115,0.16259842519685042,0.770041065469656,False
C00086_Urea,2.2518822414717112,1.2436322711157628,-3.349333903194775,2971.0,0.10606862656853078,0.16968503937007884,0.770041065469656,False
C00178_Thymine,1.0102526330760286,0.6650469076218763,-1.146748597902122,2968.0,0.10790384356899638,0.16850393700787403,0.770041065469656,False
C00449_Saccharopine,-0.022474125436848562,-0.7504327661471197,-2.418226260491465,2970.0,0.1050448884163007,0.1692913385826771,0.770041065469656,False
C01425_Glu-Glu,-2.125287940270581,-0.8592584874548532,4.205658808263441,2231.5,0.2301586302943628,-0.12145669291338579,0.7976055537784486,False
C01585_Hexanoate,0.8407376680063731,1.2161115065334773,1.2469649002888998,2211.0,0.2162453774311217,-0.12952755905511815,0.7976055537784486,False
C00366_Urate,-1.1848400283663147,-2.421323876463566,-4.107510433868696,2829.0,0.2504080666579591,0.11377952755905518,0.7976055537784486,False
C00493_Shikimate,-2.517394368793837,-3.3293976268583263,-2.6974164361044997,2802.5,0.26759014100436185,0.10334645669291342,0.7976055537784486,False
C00576_Betaine aldehyde,-2.470310556125986,-1.5710340507711276,2.9873318882104303,2231.0,0.20343785477885878,-0.12165354330708666,0.7976055537784486,False
C00642_p-Hydroxyphenylacetate,-1.9113500665247876,-0.9620120298365663,3.1536326956198115,2218.0,0.19197150546628627,-0.1267716535433071,0.7976055537784486,False
C01744_3-(4-Hydroxyphenyl)propionate,-0.794853544958458,0.06761764817959337,2.8650672875163172,2162.0,0.1420350205095704,-0.14881889763779532,0.7976055537784486,False
C01921_Glycocholate,0.21564088871888576,1.478069861650549,4.193698272981489,2139.0,0.1306786740806173,-0.1578740157480315,0.7976055537784486,False
C00127_Glutathione(ox),-4.578597301865149,-5.280098006026137,-2.330334897735652,2794.0,0.14986106133650845,0.10000000000000009,0.7976055537784486,False
2-Hydroxyoctanoate,-2.9457051747454064,-3.611281388723678,-2.2109963245031836,2789.0,0.2752942330652145,0.09803149606299222,0.7976055537784486,False
C00864_Pantothenate,-1.9031304596405685,-1.0136536146299038,2.954778121192699,2219.0,0.20934738971307665,-0.12637795275590546,0.7976055537784486,False
C01008_Trimethylsulfonium,-3.3069018743725827,-2.4483894506402004,2.851916540206444,2215.0,0.16041655701623292,-0.1279527559055118,0.7976055537784486,False
C01035_gamma-Guanidinobutyrate,-0.26028266869586847,0.39404607183726903,2.1736330264692927,2210.5,0.21570433844407433,-0.1297244094488189,0.7976055537784486,False
C01005_O-Phosphoserine,-4.360316052281714,-3.6624107262514123,2.318391310111584,2273.0,0.17772296306502566,-0.10511811023622042,0.7976055537784486,False
C02710_N-Acetylleucine,-2.8740468126399383,-3.630469717693373,-2.51278249991332,2863.5,0.17170516640486544,0.1273622047244094,0.7976055537784486,False
C04137_Octopine,-2.2374756663260187,-1.4688046605110923,2.553469809941931,2268.0,0.27941595833002975,-0.1070866141732284,0.7976055537784486,False
C02656_Pimelate,-0.762425769836665,0.28351034851355966,3.4745245770050444,2231.5,0.24001296482337664,-0.12145669291338579,0.7976055537784486,False
C02504_2-Isopropylmalate,-2.4242690098665665,-1.2239858218886976,3.9872544439646513,2267.0,0.2787783916154687,-0.10748031496062993,0.7976055537784486,False
C02567_N1-Acetylspermine,-4.779050430810364,-4.224568179252766,1.8419501695655867,2327.0,0.24599288009675457,-0.08385826771653548,0.7976055537784486,False
C00378_Thiamine,-1.031274884246918,0.003624935067057233,3.437862785172949,2207.5,0.20441566424856905,-0.1309055118110236,0.7976055537784486,False
