met_name,met_base,taxon,pathway,stage,mean_flux,std_flux,n_samples,taxon_full
Phosphate,pi,rohdei,Other,Advanced_CRC,90.71187937314511,,1,Yersinia rohdei
Deoxyguanosine,dgsn,elsdenii,Other,Advanced_CRC,90.6716704755629,19.904035378496662,16,Megasphaera elsdenii
Phenylalanine,phe_L,sakazakii,Other,Advanced_CRC,90.63972341185413,,1,Cronobacter sakazakii
Deoxyguanosine,dgsn,angulatum,Other,Advanced_CRC,90.62499999999989,10.311973892303442,2,Bifidobacterium angulatum
Glycerol-3-Phosphate,glyc3p,virosa,Other,Advanced_CRC,90.60941261063053,5.5170784473006345,2,Butyricimonas virosa
Fumarate,fum,mucilaginosa,Other,Advanced_CRC,90.5771204960813,,1,Rothia mucilaginosa
Alpha-Ketoglutarate,akg,youngae,Other,Advanced_CRC,90.54525342193972,1.51958710959757,2,Citrobacter youngae
Alanine,ala_L,mucilaginosa,Amino Acid,Advanced_CRC,90.47281765785489,1.282252685890942,2,Rothia mucilaginosa
Phenylalanine,phe_L,regensburgei,Other,Advanced_CRC,90.31920179397746,,1,Yokenella regensburgei
Phenylalanine,phe_L,denticola,Other,Advanced_CRC,90.25825057391745,5.9107439684880125,9,denticola
Glutamate,glu_L,graevenitzii,Amino Acid,Advanced_CRC,90.25630556642409,4.551882862753288,4,Actinomyces graevenitzii
Propionate,ppa,eutactus,SCFA,Advanced_CRC,90.23833962019259,1.859282444287863,4,Coprococcus eutactus
Deoxycytidine,dcyt,clarus,Other,Advanced_CRC,90.19949051217603,12.498933889340172,4,Bacteroides clarus
R-Acetoin,actn_R,mucilaginosa,Other,Advanced_CRC,90.12625882640168,10.700549972552365,3,Rothia mucilaginosa
Asparagine,asn_L,freundii,Other,Advanced_CRC,90.06774882464236,,1,Citrobacter freundii
Adenine,ade,jalaludinii,Other,Advanced_CRC,90.03329870010162,15.482225539352559,4,Mitsuokella jalaludinii
Glutamine,gln_L,uli,Amino Acid,Advanced_CRC,90.01998743547028,,1,Olsenella uli
Proton,h,mucilaginosa,Other,Advanced_CRC,90.00182450067973,,1,Rothia mucilaginosa
Deoxyadenosine,dad_2,asburiae,Other,Advanced_CRC,89.89705841175586,2.684331202308273,2,Enterobacter asburiae
Ornithine,orn,rohdei,Polyamine,Advanced_CRC,89.83174582825492,6.525711538393058,2,Yersinia rohdei
Glycine,gly,bifidum,Amino Acid,Advanced_CRC,89.82802961592529,2.4584619224411624,6,Bifidobacterium bifidum
Formate,for,rohdei,Other,Advanced_CRC,89.76448247695133,,1,Yersinia rohdei
Guanosine,gsn,hormaechei,Other,Advanced_CRC,89.76138190183829,4.477761077642547,7,Enterobacter hormaechei
Indole,indole,salyersiae,Other,Advanced_CRC,89.7369043459809,19.79110747487738,53,Bacteroides salyersiae
Phenylalanine,phe_L,breve,Other,Advanced_CRC,89.59760581576657,2.3552917073767143,5,Bifidobacterium breve
Isoleucine,ile_L,ascorbata,Amino Acid,Advanced_CRC,89.51326992267718,0.5202498713074877,2,Kluyvera ascorbata
Deoxycytidine,dcyt,buccalis,Other,Advanced_CRC,89.5069505542887,,1,buccalis
Proline,pro_L,desulfuricans,Amino Acid,Advanced_CRC,89.50325299649896,,1,Desulfovibrio desulfuricans
Deoxycytidine,dcyt,gingivalis,Other,Advanced_CRC,89.46110868784024,,1,gingivalis
Lysine,lys_L,sakazakii,Amino Acid,Advanced_CRC,89.44074408769451,,1,Cronobacter sakazakii
Aspartate,asp_L,pseudocatenulatum,Amino Acid,Advanced_CRC,89.42200356259957,,1,Bifidobacterium pseudocatenulatum
Glutamate,glu_L,angulatum,Amino Acid,Advanced_CRC,89.40621197086483,2.5784192646997877,3,Bifidobacterium angulatum
xtsn,xtsn,davisae,Other,Advanced_CRC,89.36482525016604,,1,Cedecea davisae
Phenylalanine,phe_L,aerofaciens,Other,Advanced_CRC,89.31064149236745,,1,Collinsella aerofaciens
Glycine,gly,equolifaciens,Amino Acid,Advanced_CRC,89.19940321019085,14.906030975914577,4,equolifaciens
Glutamate,glu_L,pseudopneumoniae,Amino Acid,Advanced_CRC,89.16863667115364,,1,Streptococcus pseudopneumoniae
Phenylalanine,phe_L,aphrophilus,Other,Advanced_CRC,89.15060610221427,0.8262601043262742,2,Aggregatibacter aphrophilus
Inosine,ins,virosa,Other,Advanced_CRC,89.11224920936604,,1,Butyricimonas virosa
Proton,h,kashiwanohense,Other,Advanced_CRC,88.98197525621332,11.726246606238476,2,Bifidobacterium kashiwanohense
Cysteine,cys_L,disiens,Other,Advanced_CRC,88.94140272919657,18.048109226568176,8,Prevotella disiens
Fumarate,fum,nucleatum,Other,Advanced_CRC,88.88888888888906,,1,Fusobacterium nucleatum
Indole,indole,oleiciplenus,Other,Advanced_CRC,88.88814734507908,19.935846029800565,45,Bacteroides oleiciplenus
Pyruvate,pyr,parvula,Other,Advanced_CRC,88.75709536959653,,1,parvula
Indole,indole,nordii,Other,Advanced_CRC,88.66575411445254,21.49709864747598,56,Bacteroides nordii
Serine,ser_L,asburiae,Other,Advanced_CRC,88.57417628753699,6.0712492037593275,4,Enterobacter asburiae
Glutamate,glu_L,mitis,Amino Acid,Advanced_CRC,88.52567665544012,,1,Streptococcus mitis
3mop,3mop,regensburgei,Other,Advanced_CRC,88.49757950364072,,1,Yokenella regensburgei
Succinate,succ,ramosum,Other,Advanced_CRC,88.4485307617239,8.691846827657368,2,ramosum
Guanine,gua,conceptionensis,Other,Advanced_CRC,88.37639236614152,22.51603642460135,7,Prevotella conceptionensis
Glycine,gly,youngae,Amino Acid,Advanced_CRC,88.32096488562712,,1,Citrobacter youngae
Lysine,lys_L,ascorbata,Amino Acid,Advanced_CRC,88.2371049278909,3.561875573130182,5,Kluyvera ascorbata
Propionate,ppa,nordii,SCFA,Advanced_CRC,88.14942976309463,,1,Bacteroides nordii
3mop,3mop,ascorbata,Other,Advanced_CRC,88.1119398113561,5.029480630542602,3,Kluyvera ascorbata
Phosphate,pi,scardovii,Other,Advanced_CRC,88.01522538311957,2.7228219170159034,2,Bifidobacterium scardovii
Aspartate,asp_L,mucilaginosa,Amino Acid,Advanced_CRC,87.94390349645509,,1,Rothia mucilaginosa
glyb,glyb,subtilis,Other,Advanced_CRC,87.92443324326624,12.94604510208238,2,Bacillus subtilis
Phosphate,pi,tanakaei,Other,Advanced_CRC,87.9209847786849,,1,Collinsella tanakaei
Hypoxanthine,hxan,hydrophila,Other,Advanced_CRC,87.88258767724888,3.574743973897723,3,Aeromonas hydrophila
Alanine,ala_L,gelidum,Amino Acid,Advanced_CRC,87.85268162825392,,1,Leuconostoc gelidum
Proton,h,melaninogenica,Other,Advanced_CRC,87.76335831942492,,1,Prevotella melaninogenica
Methionine,met_L,parasanguinis,Amino Acid,Advanced_CRC,87.72061631581857,22.61411375490134,9,Streptococcus parasanguinis
Propionate,ppa,prausnitzii,SCFA,Advanced_CRC,87.70922946872948,,1,Faecalibacterium prausnitzii
Ornithine,orn,morganii,Polyamine,Advanced_CRC,87.68989130889807,4.672302502507794,2,Morganella morganii
Glutamate,glu_L,lentocellum,Amino Acid,Advanced_CRC,87.62840725020538,,1,Cellulosilyticum lentocellum
Uridine,uri,fluxus,Other,Advanced_CRC,87.60451454068672,22.291205036697402,71,Bacteroides fluxus
Alpha-Ketoglutarate,akg,cancerogenus,Other,Advanced_CRC,87.60253021283764,,1,Enterobacter cancerogenus
Hydrogen Sulfide,h2s,asburiae,Other,Advanced_CRC,87.59096341330064,18.388422305095297,6,Enterobacter asburiae
Inosine,ins,bryantii,Other,Advanced_CRC,87.46164981622078,8.429161665220606,2,Prevotella bryantii
Aspartate,asp_L,endodontalis,Amino Acid,Advanced_CRC,87.40806418621656,,1,Porphyromonas endodontalis
Glutamate,glu_L,asburiae,Amino Acid,Advanced_CRC,87.40336240367503,,1,Enterobacter asburiae
Propionate,ppa,aphrophilus,SCFA,Advanced_CRC,87.36754815335865,2.227560298900442,2,Aggregatibacter aphrophilus
Adenosine,adn,hormaechei,Other,Advanced_CRC,87.34437401329595,10.597376878500413,4,Enterobacter hormaechei
Deoxyadenosine,dad_2,pullicaecorum,Other,Advanced_CRC,87.18934005523317,11.111832871932878,3,Butyricicoccus pullicaecorum
Uridine,uri,lutetiensis,Other,Advanced_CRC,87.18310498626379,2.7509191231059407,2,Streptococcus lutetiensis
Ornithine,orn,hormaechei,Polyamine,Advanced_CRC,87.14283242063749,3.0145655273607765,13,Enterobacter hormaechei
Water,h2o,freundii,Other,Advanced_CRC,87.08568062207155,,1,Citrobacter freundii
Phenylalanine,phe_L,tanakaei,Other,Advanced_CRC,86.93597900710074,,1,Collinsella tanakaei
Glutamate,glu_L,australis,Amino Acid,Advanced_CRC,86.75580191323353,16.62521450226643,2,australis
Cysteine,cys_L,cloacae,Other,Advanced_CRC,86.75266630613537,29.40966227503363,10,Enterobacter cloacae
Guanine,gua,virosa,Other,Advanced_CRC,86.724662714609,18.436412686607397,72,Butyricimonas virosa
Aspartate,asp_L,capillosus,Amino Acid,Advanced_CRC,86.71217649590123,6.6177616264585355,10,Pseudoflavonifractor capillosus
Adenine,ade,albensis,Other,Advanced_CRC,86.66666666666654,,1,Prevotella albensis
Glutamate,glu_L,gelidum,Amino Acid,Advanced_CRC,86.66191373839284,,1,Leuconostoc gelidum
Lysine,lys_L,clara,Amino Acid,Advanced_CRC,86.64889620775713,,1,Paraprevotella clara
12ppd_S,12ppd_S,cellulosilyticus,Other,Advanced_CRC,86.54089347539946,,1,Bacteroides cellulosilyticus
Lysine,lys_L,enterocolitica,Amino Acid,Advanced_CRC,86.537744996905,,1,Yersinia enterocolitica
3mop,3mop,rohdei,Other,Advanced_CRC,86.52267360318656,8.649384927725547,2,Yersinia rohdei
Alanine,ala_L,naeslundii,Amino Acid,Advanced_CRC,86.5211494064929,8.870286293586766,2,Actinomyces naeslundii
Hypoxanthine,hxan,enterocolitica,Other,Advanced_CRC,86.4829985250264,,1,Yersinia enterocolitica
Glutamine,gln_L,parvirubra,Amino Acid,Advanced_CRC,86.44334122754269,17.59339412754953,3,Sutterella parvirubra
Uridine,uri,albertii,Other,Advanced_CRC,86.37741539147973,21.181472776214555,21,Escherichia albertii
Guanine,gua,laneus,Other,Advanced_CRC,86.3178016455092,24.200442923837013,40,Odoribacter laneus
Indole,indole,fluxus,Other,Advanced_CRC,86.31608318220954,,1,Bacteroides fluxus
Malate,mal_L,hormaechei,Other,Advanced_CRC,86.3137022432831,,1,Enterobacter hormaechei
Phenylalanine,phe_L,atypica,Other,Advanced_CRC,86.31155188555256,19.999677291564776,7,Veillonella atypica
Cysteine,cys_L,morbillorum,Other,Advanced_CRC,86.2640791660611,,1,Gemella morbillorum
Deoxycytidine,dcyt,oleiciplenus,Other,Advanced_CRC,86.25447495056444,24.758687701379575,6,Bacteroides oleiciplenus
12dhchol,12dhchol,aerofaciens,Other,Advanced_CRC,86.25359825662748,,1,Collinsella aerofaciens
Cysteine,cys_L,atypica,Other,Advanced_CRC,86.23116717239313,17.727129526869078,2,Veillonella atypica
Ornithine,orn,asburiae,Polyamine,Advanced_CRC,86.21514975778489,2.602439511870279,10,Enterobacter asburiae
Phosphate,pi,filiformis,Other,Advanced_CRC,86.20175672948102,23.670569753765832,16,Holdemania filiformis
CO2,co2,piscolens,Other,Advanced_CRC,86.16455196118338,4.003947781548422,2,Pyramidobacter piscolens
3mop,3mop,morganii,Other,Advanced_CRC,86.16155161617948,12.62307776842183,2,Morganella morganii
Glycine,gly,sakazakii,Amino Acid,Advanced_CRC,86.14995125755149,14.126431494164846,2,Cronobacter sakazakii
Ornithine,orn,fluxus,Polyamine,Advanced_CRC,86.14835817465558,17.831500562169907,109,Bacteroides fluxus
Guanosine,gsn,corporis,Other,Advanced_CRC,86.11940589870385,,1,Prevotella corporis
Glutamate,glu_L,aphrophilus,Amino Acid,Advanced_CRC,86.04576072838643,4.657998607049848,5,Aggregatibacter aphrophilus
Glycine,gly,dentium,Amino Acid,Advanced_CRC,86.04547114730943,6.681126311063142,32,Bifidobacterium dentium
Uridine,uri,kashiwanohense,Other,Advanced_CRC,86.02403354723016,20.63908776519869,44,Bifidobacterium kashiwanohense
Ornithine,orn,marcescens,Polyamine,Advanced_CRC,86.00246482041067,,1,Serratia marcescens
Alanine,ala_L,synergistica,Amino Acid,Advanced_CRC,85.90225170251323,,1,Butyricimonas synergistica
Ornithine,orn,cloacae,Polyamine,Advanced_CRC,85.87286165115793,2.44605402381476,10,Enterobacter cloacae
Glutamate,glu_L,formicigenerans,Amino Acid,Advanced_CRC,85.87259507720546,21.063408674835866,54,Dorea formicigenerans
Guanine,gua,melaninogenica,Other,Advanced_CRC,85.86520327884985,25.57206854609119,7,Prevotella melaninogenica
Succinate,succ,propinquum,Other,Advanced_CRC,85.85791795174381,,1,Corynebacterium propinquum
Hypoxanthine,hxan,sakazakii,Other,Advanced_CRC,85.82269968660479,5.502939509584849,2,Cronobacter sakazakii
Isoleucine,ile_L,enterocolitica,Amino Acid,Advanced_CRC,85.82081555565287,,1,Yersinia enterocolitica
Alanine,ala_L,morganii,Amino Acid,Advanced_CRC,85.75226912556184,,1,Morganella morganii
Nicotinate,nac,synergistica,Other,Advanced_CRC,85.7403587886163,,1,Butyricimonas synergistica
Isoleucine,ile_L,constellatus,Amino Acid,Advanced_CRC,85.72334692754904,18.45165135969506,2,Streptococcus constellatus
Valine,val_L,corrodens,Other,Advanced_CRC,85.72174200253005,,1,Eikenella corrodens
Lactate,lac_L,haemolysans,Other,Advanced_CRC,85.71428571429976,,1,Gemella haemolysans
Folate,fol,formicigenerans,Other,Advanced_CRC,85.71428571427906,,1,Dorea formicigenerans
tmao,tmao,pamelaeae,Other,Advanced_CRC,85.70699336396123,,1,Gordonibacter pamelaeae
Phenylalanine,phe_L,colihominis,Other,Advanced_CRC,85.70208186247143,18.558043678154014,58,Anaerotruncus colihominis
Adenine,ade,elsdenii,Other,Advanced_CRC,85.69087494238074,26.13365986402439,15,Megasphaera elsdenii
Glycerol-3-Phosphate,glyc3p,aeruginosa,Other,Advanced_CRC,85.67723248838672,,1,Pseudomonas aeruginosa
Indole,indole,laneus,Other,Advanced_CRC,85.59813801487978,24.86028933444294,26,Odoribacter laneus
Isoleucine,ile_L,bivia,Amino Acid,Advanced_CRC,85.59348435091265,8.358851501816568,4,Prevotella bivia
Phosphate,pi,tannerae,Other,Advanced_CRC,85.57085861176421,,1,Alloprevotella tannerae
Ornithine,orn,davisae,Polyamine,Advanced_CRC,85.56031210975956,1.6254933465812837,2,Cedecea davisae
Uridine,uri,invisus,Other,Advanced_CRC,85.5167277937181,15.640085869751093,7,Dialister invisus
Alanine,ala_L,paraputrificum,Amino Acid,Advanced_CRC,85.47680684544532,2.861227198471628,2,Clostridium paraputrificum
Lysine,lys_L,guamensis,Amino Acid,Advanced_CRC,85.41975547654555,,1,Trabulsiella guamensis
Ethanol,etoh,freundii,Other,Advanced_CRC,85.32300548143814,,1,Citrobacter freundii
Phosphate,pi,bivia,Other,Advanced_CRC,85.27710233287027,6.105220189266884,9,Prevotella bivia
Deoxyadenosine,dad_2,endodontalis,Other,Advanced_CRC,85.26484410335762,,1,Porphyromonas endodontalis
Glycine,gly,kashiwanohense,Amino Acid,Advanced_CRC,85.20298417688807,5.912841496453241,57,Bifidobacterium kashiwanohense
Guanine,gua,clarus,Other,Advanced_CRC,85.19234466830078,23.212890835805492,98,Bacteroides clarus
Adenine,ade,melaninogenica,Other,Advanced_CRC,85.1815292831567,34.412065592089746,8,Prevotella melaninogenica
GABA,4abut,thermophilus,Other,Advanced_CRC,85.17116345947085,0.527617047807848,15,thermophilus
Phenylalanine,phe_L,oxytoca,Other,Advanced_CRC,85.16286857244467,1.1116372051447316,2,Klebsiella oxytoca
Alanine,ala_L,micra,Amino Acid,Advanced_CRC,85.08456659619446,,1,Parvimonas micra
Ornithine,orn,nordii,Polyamine,Advanced_CRC,85.00953186453086,20.474042557671112,99,Bacteroides nordii
Hydrogen Sulfide,h2s,freundii,Other,Advanced_CRC,84.98973582186227,,1,Citrobacter freundii
Glycolate,glyclt,subflava,Other,Advanced_CRC,84.98867459849521,,1,Neisseria subflava
Phenylalanine,phe_L,hormaechei,Other,Advanced_CRC,84.94868824403176,2.9452872809158657,2,Enterobacter hormaechei
Glycine,gly,boum,Amino Acid,Advanced_CRC,84.89831656561105,,1,Bifidobacterium boum
Lysine,lys_L,salyersiae,Amino Acid,Advanced_CRC,84.89153094809485,1.804630122295374,4,Bacteroides salyersiae
CO2,co2,pamelaeae,Other,Advanced_CRC,84.8813809655685,6.903315164614424,2,Gordonibacter pamelaeae
Ornithine,orn,faecis,Polyamine,Advanced_CRC,84.86878302459434,22.67118001840087,116,faecis
Glycine,gly,graevenitzii,Amino Acid,Advanced_CRC,84.6910017595013,6.442129627580629,5,Actinomyces graevenitzii
Adenosine,adn,pallens,Other,Advanced_CRC,84.66224875499084,,1,pallens
Phenylalanine,phe_L,cloacae,Other,Advanced_CRC,84.63237909188933,2.5219779640053135,3,Enterobacter cloacae
Acetaldehyde,acald,hypermegale,Other,Advanced_CRC,84.61538461538643,,1,Megamonas hypermegale
Propionate,ppa,putredinis,SCFA,Advanced_CRC,84.59581385188736,13.18368439076584,2,Alistipes putredinis
Deoxyguanosine,dgsn,virosa,Other,Advanced_CRC,84.53228196564169,23.85281944263617,4,Butyricimonas virosa
Acetate,ac,equolifaciens,SCFA,Advanced_CRC,84.49899122618231,14.167691593831009,4,equolifaciens
Hydrogen Sulfide,h2s,enterica,Other,Advanced_CRC,84.43567815154903,25.10270489212736,3,Salmonella enterica
Asparagine,asn_L,garvieae,Other,Advanced_CRC,84.37679083074282,,1,Lactococcus garvieae
3mop,3mop,oxytoca,Other,Advanced_CRC,84.36321603323728,3.5476587012821077,3,Klebsiella oxytoca
Formate,for,asburiae,Other,Advanced_CRC,84.35521342020165,,1,Enterobacter asburiae
Glycine,gly,melaninogenica,Amino Acid,Advanced_CRC,84.3294636298201,15.371083253808658,7,Prevotella melaninogenica
Guanine,gua,jalaludinii,Other,Advanced_CRC,84.19333890064016,12.80050671933862,5,Mitsuokella jalaludinii
Phenylalanine,phe_L,jalaludinii,Other,Advanced_CRC,84.17225297282687,14.603127239904463,2,Mitsuokella jalaludinii
Guanosine,gsn,pallens,Other,Advanced_CRC,84.14920420959801,,1,pallens
Ornithine,orn,evryensis,Polyamine,Advanced_CRC,84.13056575076098,11.77569047372048,4,Cloacibacillus evryensis
3mop,3mop,albertii,Other,Advanced_CRC,84.12447965155184,17.328879079432067,14,Escherichia albertii
Guanosine,gsn,cloacae,Other,Advanced_CRC,84.11713546215026,,1,Enterobacter cloacae
D-Alanine,ala_D,morganii,Other,Advanced_CRC,84.06898662273785,11.945489875229438,4,Morganella morganii
Glycine,gly,pallens,Amino Acid,Advanced_CRC,84.05010600919802,8.257311069389807,5,pallens
Succinate,succ,conceptionensis,Other,Advanced_CRC,84.03607996271126,,1,Prevotella conceptionensis
Threonine,thr_L,stomatis,Amino Acid,Advanced_CRC,84.0179968791363,31.06682807109697,11,stomatis
Guanine,gua,lutetiensis,Other,Advanced_CRC,84.00773737147148,,1,Streptococcus lutetiensis
Glycine,gly,mitsuokai,Amino Acid,Advanced_CRC,83.96419822733937,,1,Catenibacterium mitsuokai
Adenosine,adn,bivia,Other,Advanced_CRC,83.91316081350516,9.330835885952506,2,Prevotella bivia
Lysine,lys_L,media,Amino Acid,Advanced_CRC,83.9095232958955,,1,Aeromonas media
Glycine,gly,scardovii,Amino Acid,Advanced_CRC,83.88835752332604,9.63031171138118,3,Bifidobacterium scardovii
Acetate,ac,gingivalis,SCFA,Advanced_CRC,83.70120683504449,,1,gingivalis
Lysine,lys_L,virosa,Amino Acid,Advanced_CRC,83.68482240673254,14.57697960583866,83,Butyricimonas virosa
Guanine,gua,xylaniphila,Other,Advanced_CRC,83.66282997679161,22.862719744582066,59,Paraprevotella xylaniphila
3mop,3mop,asburiae,Other,Advanced_CRC,83.64617032248158,7.170530312188982,6,Enterobacter asburiae
Adenine,ade,buccae,Other,Advanced_CRC,83.64440904922031,21.529077110667973,2,Prevotella buccae
Proton,h,disiens,Other,Advanced_CRC,83.64389897026979,0.7666619210581224,2,Prevotella disiens
Uridine,uri,faecis,Other,Advanced_CRC,83.63625411248701,26.719027624676706,51,faecis
Acetaldehyde,acald,mitsuokai,Other,Advanced_CRC,83.5580172932925,,1,Catenibacterium mitsuokai
Tryptophan,trp_L,colihominis,Indole / Tryptophan,Advanced_CRC,83.54178802269458,19.65467705678309,50,Anaerotruncus colihominis
Phenylalanine,phe_L,rohdei,Other,Advanced_CRC,83.50960877471302,,1,Yersinia rohdei
Threonine,thr_L,limosum,Amino Acid,Advanced_CRC,83.45548161946232,,1,Eubacterium limosum
Lysine,lys_L,hormaechei,Amino Acid,Advanced_CRC,83.43854534359951,2.215146160895613,9,Enterobacter hormaechei
Ornithine,orn,fergusonii,Polyamine,Advanced_CRC,83.41833900395183,12.526247649185839,42,Escherichia fergusonii
Fumarate,fum,hydrophila,Other,Advanced_CRC,83.38751183888567,,1,Aeromonas hydrophila
Ornithine,orn,synergistica,Polyamine,Advanced_CRC,83.37449034867339,,1,Butyricimonas synergistica
Uridine,uri,ruminicola,Other,Advanced_CRC,83.36593457676261,29.5844411995898,5,ruminicola
Glycine,gly,conceptionensis,Amino Acid,Advanced_CRC,83.34803921494537,6.456672645920495,7,Prevotella conceptionensis
D-Lactate,lac_D,asburiae,Other,Advanced_CRC,83.33446451721142,,1,Enterobacter asburiae
Uridine,uri,nordii,Other,Advanced_CRC,83.28927642534866,25.393743232520848,53,Bacteroides nordii
Lysine,lys_L,haemolysans,Amino Acid,Advanced_CRC,83.28712204989473,16.770523118780613,2,Gemella haemolysans
Glycerol,glyc,corrodens,Other,Advanced_CRC,83.2731330794856,,1,Eikenella corrodens
Glycine,gly,pseudocatenulatum,Amino Acid,Advanced_CRC,83.12362156404228,20.246133309494844,8,Bifidobacterium pseudocatenulatum
trypta,trypta,aphrophilus,Other,Advanced_CRC,83.05087544970355,,1,Aggregatibacter aphrophilus
Isoleucine,ile_L,pullicaecorum,Amino Acid,Advanced_CRC,82.95372902028438,32.5126080434543,6,Butyricicoccus pullicaecorum
Hydrogen Sulfide,h2s,cloacae,Other,Advanced_CRC,82.80865903828186,19.611607027999217,2,Enterobacter cloacae
Ornithine,orn,graminisolvens,Polyamine,Advanced_CRC,82.75859789661058,,1,Bacteroides graminisolvens
Phenylalanine,phe_L,salyersiae,Other,Advanced_CRC,82.71961630518226,,1,Bacteroides salyersiae
Glycine,gly,atypica,Amino Acid,Advanced_CRC,82.69042820837869,14.662120304053515,5,Veillonella atypica
