Feature,MeanGroup1,MeanGroup2,Log2FC,Statistic,PValue,CliffsD,QValue,Significant
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae,1.2393533652425295,1.3143657111646148,-0.08477916094200115,1050.0,0.8215186559674221,-0.02777777777777779,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata,-0.032974515017419465,-0.2260844165495167,-2.777438211908445,1071.0,0.9481731048515156,-0.008333333333333304,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900554835,-0.0993876966561106,0.04644742598917502,,1142.0,0.638139087028825,0.05740740740740735,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp000437595,-0.3756392215606081,-0.4303283382947448,-0.19609014211344733,1026.0,0.6824481320276747,-0.050000000000000044,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pectinovora,-0.08586209661410169,-0.4973571244460587,-2.53418883760039,1224.0,0.2724788401303806,0.1333333333333333,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp003451515,-0.16199531191799021,0.02862668986968684,,1015.0,0.6218403133185814,-0.06018518518518523,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii,0.867032866087922,1.0110294256905525,-0.2216664000491594,1008.0,0.5845338937513712,-0.06666666666666665,0.979955187238877,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum,0.22386114358114834,-0.13069289120349153,,1245.0,0.2084051591155648,0.15277777777777768,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp002965065,-0.2965292601927723,-0.5812734597337009,-0.9710425679977024,1121.0,0.7567805539543151,0.037962962962962976,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp004211955,-0.4290725036372066,-0.6969714809370433,-0.6998781729864665,1100.0,0.8814587654873262,0.0185185185185186,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A caecimuris,-0.0454835001040873,0.24605832210171247,,936.0,0.2724788401303806,-0.1333333333333333,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus comes,0.48673204998838543,0.5497459475291097,-0.1756372889013593,1122.0,0.7509716447355823,0.03888888888888897,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp000435795,-0.1966625819907378,-0.5019013057810392,-1.3516812106315506,1101.0,0.87542815185372,0.019444444444444375,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii,0.719287421308046,0.794530600075172,-0.14353440882797583,1011.0,0.6003949822285907,-0.06388888888888888,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900541315,0.8369078900789396,1.0026543326330848,-0.26068356534548326,1015.0,0.6218403133185814,-0.06018518518518523,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis,0.5545810244878534,0.3391061104078493,0.7096614731339508,1161.0,0.5381592867767028,0.07499999999999996,0.979955187238877,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius,-0.009168092492415018,0.10970690407242847,,1029.0,0.6993610305046709,-0.047222222222222276,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900548535,-0.39920775670899067,-0.26764192519771646,0.5768356261040432,1101.0,0.87542815185372,0.019444444444444375,0.979955187238877,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis,0.1970770187804118,-0.0982522745157847,,1181.0,0.4421648276172274,0.09351851851851856,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter lactaris,-0.25200309901723916,-0.11774804592125085,1.097738358180766,1060.0,0.8814587654873262,-0.01851851851851849,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena_B,1.1667460815242987,0.7854965383603574,0.5708137992404405,1251.0,0.19228606516089464,0.15833333333333344,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055,0.2599866923491811,0.07171293640981932,1.8581324805015882,1095.0,0.9117081183083631,0.01388888888888884,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795,-0.6583383347122193,-0.4143024307474706,0.6681449229866459,992.0,0.503413049514829,-0.08148148148148149,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides rodentium,2.3258415108849553,2.1870955041584548,0.08873657092771002,1142.0,0.638139087028825,0.05740740740740735,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002265625,-0.15792892771124376,-0.36004189045115986,-1.188889320045285,1185.0,0.42421418184519744,0.09722222222222232,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp900542495,0.24840932305503197,0.5759838635301329,-1.2133090737061714,904.0,0.17956939550836826,-0.16296296296296298,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara,0.959763069063221,0.7875893127449027,0.28523476569714623,1235.0,0.23740771498098456,0.1435185185185186,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia intestinalis,0.19319001885904546,-0.1154442213253452,,1179.0,0.45130070414401313,0.09166666666666656,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825,1.5209442037314458,1.3817138606555681,0.1385083496367035,1115.0,0.7919123854698545,0.03240740740740744,0.979955187238877,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella porci,-0.5757255880362734,0.014926846465012699,,860.0,0.09323812949238866,-0.20370370370370372,0.979955187238877,False
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum,-0.3142026957436832,-0.6219232824467087,-0.985041068953545,1149.0,0.6003949822285907,0.06388888888888888,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,2.010340807042151,2.0356772148771314,-0.01806872215307615,1006.0,0.5740693164383501,-0.06851851851851853,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,2.6230785407112625,2.7957768320589653,-0.09198819902983416,971.0,0.4066969766506985,-0.10092592592592597,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum,0.3204162687318274,0.3107483951844851,0.04420045990758524,1063.0,0.8995905082385717,-0.015740740740740722,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp001916835,0.8017985591954458,0.45828692525244497,0.8069886981110513,1172.0,0.48410344035047925,0.08518518518518525,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae,-0.4411945746724148,-0.39803372561099076,0.14852437411825012,999.0,0.5381592867767028,-0.07499999999999996,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia fergusonii,-0.38564747341029554,-0.6329478387629549,-0.7148039531560231,1089.0,0.9481731048515156,0.008333333333333304,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp900066535,1.4244096411231553,1.3222667855105694,0.10735081594471724,1094.0,0.9177748113457302,0.012962962962963065,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus,0.6977404208358311,0.9468358222621704,-0.44042387657773846,969.0,0.39810267643488995,-0.10277777777777775,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335,-0.4773341998099474,-0.669745409070768,-0.4886130812820661,1104.0,0.8573810341497554,0.022222222222222143,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp003525905,0.05914255001089794,-0.007165153405092095,,1103.0,0.863388943688625,0.02129629629629637,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis,0.3992405428935139,0.6420507123090251,-0.6854290189746606,957.0,0.3488712652312881,-0.11388888888888893,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000431575,0.3103143048565871,0.3714608529085761,-0.25947997390512856,968.0,0.39384687448674194,-0.10370370370370374,0.979955187238877,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG705;s__RUG705 sp905188025,-0.10617474037557832,-0.18918942548933687,-0.8333908729280468,1147.0,0.6110759495417315,0.06203703703703711,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900767615,0.35983908050746444,0.32295974114264225,0.15599754409720978,1173.0,0.47933956996332283,0.08611111111111103,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii,0.5874754513960595,0.38612721162617525,0.6054523382620653,1181.0,0.4421648276172274,0.09351851851851856,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900556625,1.4310840968151324,1.3294766429585214,0.10625002238524138,1132.0,0.6937063005362003,0.04814814814814805,0.979955187238877,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA5026;s__UBA5026 sp900557305,-0.15591932924015614,-0.19806571366512266,-0.34517937378264785,1098.0,0.8935402898587461,0.016666666666666607,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900290275,-0.21167029929922102,-0.19695747484197115,0.10393468008952393,1173.0,0.47933956996332283,0.08611111111111103,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis,0.6053732219812814,0.466074140407137,0.37726539167086287,1162.0,0.5331228268082345,0.07592592592592595,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900066775,0.6891277800370094,0.5405402942659278,0.3503693494602223,1104.0,0.8573810341497554,0.022222222222222143,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900765465,-0.38782380157922147,-0.36186756028556605,0.09993956475666958,1095.0,0.9117081183083631,0.01388888888888884,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp003537285,-0.21488111869295642,-0.07717127728568267,1.4774028323645887,1020.0,0.6491035754102163,-0.05555555555555558,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955,-0.5363859932770895,-0.365726416617388,0.5525067274731638,929.0,0.24977244591343528,-0.13981481481481484,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900550035,-0.2829258198832709,-0.31392275403794273,-0.14998576004630174,1124.0,0.7393963716647489,0.040740740740740744,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae,-0.44694756059230334,-0.7110775677904615,-0.6699013717285484,1103.0,0.863388943688625,0.02129629629629637,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae,2.417708026730099,2.5563433724390032,-0.08044160579746894,999.0,0.5381592867767028,-0.07499999999999996,0.979955187238877,False
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,0.97994965223831,1.0453265726510625,-0.09317419448416406,1054.0,0.8453903064234387,-0.024074074074074026,0.979955187238877,False
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum,0.2666893187815908,0.330189199678317,-0.3081328866678579,993.0,0.508303233401951,-0.0805555555555556,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis,0.7058677677697902,0.6164614350369508,0.19538730011306576,1061.0,0.8874962600255236,-0.017592592592592604,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900551985,-0.17663726082661294,-0.14008820416817838,0.33445422346901293,1164.0,0.5231219255918471,0.07777777777777772,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis,0.8034720405496062,1.0151979963448965,-0.33744140029746056,992.0,0.503413049514829,-0.08148148148148149,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii,1.2253147406934066,1.3264899648812096,-0.11446138641525316,1033.0,0.7221443474095833,-0.04351851851851851,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900770515,0.121657281031208,0.11295788827643283,0.10703764310599807,1167.0,0.508303233401951,0.08055555555555549,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000436835,-0.747110921489125,-0.5867946294622611,0.34846678485433646,927.0,0.24353494785289076,-0.14166666666666672,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae,0.2921640347110057,0.17512018196201345,0.7384332348013906,1202.0,0.3528197901108834,0.11296296296296293,0.979955187238877,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435,-0.31650989245666467,-0.2101848241612716,0.5905920846639959,1037.0,0.745176816000533,-0.03981481481481486,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris,-0.8217400163165423,-0.706861618165199,0.21725421628307018,895.0,0.15827210767676125,-0.17129629629629628,0.979955187238877,False
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella atypica,-0.5256730639766586,-0.6680605594227267,-0.34581307677459466,964.0,0.37710090129243223,-0.1074074074074074,0.979955187238877,False
d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira aalborgi,-0.7105724742886566,-1.0444149728583239,-0.5556413369781726,1072.0,0.9542632583264176,-0.007407407407407418,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens,-0.18579596683132352,-0.14109965998082466,0.3970046736213365,1057.0,0.863388943688625,-0.021296296296296258,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans,0.5404117616151032,0.6633095238927369,-0.2956231663258484,1023.0,0.6656932278682002,-0.05277777777777781,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp002491635,1.7611097342953703,1.7182589933175898,0.03553729551802453,1105.0,0.8513813753838573,0.02314814814814814,0.979955187238877,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis,-0.4812168196302619,-0.3268806142542268,0.5579232488221875,943.0,0.29655868632954907,-0.12685185185185188,0.979955187238877,False
d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__Faecimonas;s__Faecimonas sp905209745,-0.19228358924435018,-0.21064628087479914,-0.13158680550144283,1073.0,0.9603560834940994,-0.0064814814814815325,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp003447295,0.10540630378090098,0.07954738643155679,0.4060747129037029,992.0,0.503413049514829,-0.08148148148148149,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides johnsonii,0.5126449077526054,0.8179783564019321,-0.6741028056328784,1001.0,0.5483033178395779,-0.07314814814814818,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA11471;g__UBA11471;s__UBA11471 sp000434215,-0.3471979604188399,-0.45365845267639504,-0.3858480669121804,1032.0,0.7164244304373589,-0.0444444444444444,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis,-0.22888716727902916,-0.14657375613174378,0.6430097661473531,1011.0,0.6003949822285907,-0.06388888888888888,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505,-0.22894041674104956,-0.5871829365173533,-1.3588378683495834,1233.0,0.24353494785289076,0.1416666666666666,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215,0.030206553555763987,0.06781374962737494,-1.1667162272292795,1187.0,0.4154010318249076,0.09907407407407409,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900544825,-0.1682995402052302,-0.1712342833728795,-0.024940342113391474,1145.0,0.6218403133185814,0.06018518518518512,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,3.1767321501691126,3.3733386153526226,-0.0866336905040337,950.0,0.3220220088769824,-0.12037037037037035,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565,1.341243780551115,1.5062667122114792,-0.16740576718445294,1018.0,0.638139087028825,-0.05740740740740746,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,3.871019425866307,3.586878218442732,0.10998478369768727,1141.0,0.6436116331548654,0.05648148148148158,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900317585,0.6900252444358408,1.1288738574373307,-0.710163236804135,888.0,0.14307455715381678,-0.1777777777777778,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans,1.827379396283413,1.6563417612454039,0.1417758120569819,1156.0,0.5636943104750998,0.07037037037037042,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D,1.5178050581218814,1.4940173696972854,0.0227895864151654,1073.0,0.9603560834940994,-0.0064814814814815325,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515,-0.2675635587902138,-0.40106103847046626,-0.5839401814928067,903.0,0.17710285136629356,-0.16388888888888886,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp900540885,-0.6094748624547515,-0.7618628138758553,-0.3219645211177519,1124.0,0.7393963716647489,0.040740740740740744,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella xylaniphila,0.3045805104389781,0.04695613122413822,2.6974381737469257,1229.0,0.25612070836764556,0.13796296296296306,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis_A,1.0946470308044216,1.3943360452021585,-0.34911255570571076,920.0,0.22256838835332426,-0.14814814814814814,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens,1.0924495326689359,1.2300128237296726,-0.17110672289422338,972.0,0.41103532473064164,-0.09999999999999998,0.979955187238877,False
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens_A,-0.3750297411913462,-0.20152293109157987,0.8960610004095522,1033.0,0.7221443474095833,-0.04351851851851851,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705,-0.3008335994744506,-0.46283122744917016,-0.6215204996358595,1247.0,0.20292674536331023,0.15462962962962967,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546535,0.3731506927659249,0.2830026015377908,0.39894304913366185,1210.0,0.3220220088769824,0.12037037037037046,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter fastidiosus,-0.5165232494445623,-0.11016581255071105,2.229156703498387,878.0,0.12333893206327202,-0.187037037037037,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii,0.09137710632825381,0.05902922625059548,0.6304033248589506,1016.0,0.6272531815267093,-0.059259259259259234,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans,0.045105354783144855,-0.01777768594460085,,1193.0,0.3896187319493748,0.10462962962962963,0.979955187238877,False
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A,-0.3099113053030696,-0.43523417735554604,-0.4899364665777556,971.0,0.4066969766506985,-0.10092592592592597,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus sp900544375,-0.543830219131419,-0.2785904974414784,0.9650102710935883,926.0,0.24045758113408833,-0.1425925925925926,0.979955187238877,False
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis,-0.6669292101905033,-0.6283485618448594,0.08596855478476804,1067.0,0.9238462957453292,-0.012037037037037068,0.979955187238877,False
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinigallinarum,1.575682519408753,1.6745807040511742,-0.08782302754359445,1004.0,0.5636943104750998,-0.07037037037037042,0.979955187238877,False
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii,1.5570216951739468,1.4027206655988171,0.15056130396205247,1148.0,0.6057249255219442,0.06296296296296289,0.979955187238877,False
