feature,U,pval,effect_size,mean_g1,mean_g2,median_g1,median_g2,log2FC,qval
GCA-900066495 sp902362365,2878.0,0.026547124709569134,0.2048625500759773,-0.43786542586393873,0.2168109093667357,-0.553321440996994,1.6859197428837174,,0.5742352664821869
Alectryocaccomicrobium excrementavium,2959.0,0.04819474228328602,0.18248376847630887,-0.8421813066569172,-0.2805936416607241,-1.4234636111131387,-0.16070650370281747,-1.5856485393310626,0.5742352664821869
Alistipes onderdonkii,2929.0,0.03888049795853316,0.1907722061058157,2.749997247119224,3.6290863921539853,3.357783733847991,4.093284801350917,0.4001762267208302,0.5742352664821869
Enterocloster sp001517625,2975.0,0.05388588379032927,0.17806326840723852,2.1063608313333333,2.900769833336897,1.199852829611661,1.8159872921613207,0.4616832275005168,0.5742352664821869
Lachnospira sp000436475,4279.0,0.048535012927819254,-0.1822074872219921,1.8563900654351555,1.1648755002471645,1.7486874510505555,1.114895712682772,-0.672324111000876,0.5742352664821869
Leptotrichia_A sp001274535,2981.0,0.0561599547441486,0.17640558088133718,-0.14424181386740378,0.6006800175121924,1.5765837242994447,1.725033972410639,,0.5742352664821869
Evtepia excrementipullorum,2974.0,0.05351444849563092,0.17833954966155552,0.19998958785661555,0.9693827669617753,0.35620689988018484,1.5440034744352698,2.277141539432828,0.5742352664821869
Lachnospira sp000436535,4413.0,0.017607509090678687,-0.21922917530045583,1.2610130577011271,0.43066282960897556,1.307519320549705,0.3302738491327375,-1.5499524970915182,0.5742352664821869
UBA1829 sp900548385,4417.0,0.017044623638212526,-0.22033430031772339,-0.13092432496655065,-1.2624011543815379,1.5710354633601753,-3.1515848201953034,3.2693653680695967,0.5742352664821869
Cellulosilyticum pullistercoris,4332.0,0.03306407984588627,-0.1968503937007875,-0.2595609889907762,-1.3250561457609948,1.4742641255775712,-2.703773014732178,2.351908022562138,0.5742352664821869
CAG-873 sp002633115,4275.0,0.04991633632651071,-0.1811023622047243,-0.4207705594327468,-1.2922452510504017,1.2894673708320674,-2.098139160524296,1.6187742322900278,0.5742352664821869
UBA3818 sp904397845,2932.0,0.03973731295860857,0.18994336234286502,-0.0821142521697508,0.49387971234523415,0.6318271770271799,1.7208749967907924,,0.5742352664821869
CAG-1427 sp900539675,4269.0,0.0520500221235262,-0.17944467467882297,0.3703050038950158,-0.6536616823442917,1.7016038681520964,-1.2824267899122912,,0.5742352664821869
CAG-488 sp000434915,2861.0,0.02326826859942365,0.20955933139936456,-0.6494068289647956,-0.0005122980285749316,-0.32652948869463394,1.6859197428837174,-10.307926314189363,0.5742352664821869
Turicibacter sp001543345,4413.0,0.017607509090678687,-0.21922917530045583,0.631808269420395,-0.4854914642486806,1.2894673708320674,-0.23869103253163715,,0.5742352664821869
Duodenibacillus intestinigallinarum,4582.0,0.003981098584751949,-0.26592070728001116,1.0721174776434454,-0.01077789181783253,1.739495600700728,0.2188226988325681,,0.5742352664821869
Caecibacter sp003467125,4274.0,0.050266771749335595,-0.18082608095040742,0.2660121321437805,-0.535069313684079,1.3229080750819069,-0.46348809334925356,,0.5742352664821869
Ruminiclostridium_E sp003512525,2984.0,0.057326624084264775,0.1755767371183865,-0.5933796945530814,0.09445172262702721,-0.8785807731124873,1.5328486610464083,,0.5742352664821869
Desulfovibrio intestinigallinarum,4487.0,0.009451331605528916,-0.23967398811990615,0.25528501919356156,-1.1153798429699615,1.6429181447453,-2.223859298483312,,0.5742352664821869
Faecalibacterium prausnitzii_G,4259.0,0.05577548560971825,-0.17668186213565407,4.967688441637688,4.436813966737306,5.596322326012756,4.916330908562556,-0.16305063191427757,0.5742352664821869
Sutterella sp900754475,4252.0,0.05851337892558584,-0.17474789335543583,0.20169883596610785,-0.7810256401665411,1.6865609545684563,-1.2888259742130987,,0.5742352664821869
Faecalibacterium sp900539945,4300.0,0.041799044951905666,-0.1880093935626468,3.9376028593945414,3.179912929359559,4.238066777813156,3.0508325029652132,-0.3083303475108139,0.5742352664821869
Phascolarctobacterium faecium,4397.0,0.020025186166215774,-0.21480867523138558,1.7174017441464715,0.4917840692000455,1.4809880093513819,0.13417504126091728,-1.8041306536591923,0.5742352664821869
Anaeroglobus vaginalis,4447.0,0.013303266704139267,-0.22862273794723031,-0.22198742208505134,-1.1802271450552348,0.7822837641736413,-1.9692570674514442,2.410514710684313,0.5742352664821869
Neisseria sp000186165,2593.0,0.0021317639506268425,0.28360270755629235,-0.7339025916532486,0.3886407256954407,-1.1576871853853685,1.7111534252878116,,0.5742352664821869
UMGS687 sp900545735,4561.0,0.004850561910655476,-0.26011880093935624,-0.5996492979937998,-1.6733211110147554,-0.05032422355596822,-2.8635153801926005,1.4805234280456123,0.5742352664821869
Clostridium_A leptum,2795.0,0.013641571267584305,0.22779389418427964,1.7174819758822943,2.7050039675916415,1.9214553826181806,2.8667141490359214,0.655335751077268,0.5742352664821869
Ruminococcus_E sp902771755,2975.0,0.05388588379032927,0.17806326840723852,0.6673495865843052,1.252570312485623,1.4905758974875258,1.8292815138388594,0.9083769791233652,0.5742352664821869
Merdimorpha sp003150615,2990.0,0.05972046771414744,0.17391904959248516,0.2788895986748376,0.819035031601474,1.307519320549705,1.7817015298712633,1.5542310270899515,0.5742352664821869
Campylobacter_B sp900539505,4423.0,0.016229901476354953,-0.22199198784362473,-0.851012560574338,-1.6190076385481698,-1.6462097452522357,-3.090297268022635,0.9278574624276202,0.5742352664821869
Gallispira edinburgensis,4232.0,0.06695681094421449,-0.16922226826909803,-1.109981627088581,-1.9295093885801247,-2.4642404938946108,-3.114809363333821,0.7976982676532505,0.5978286691447722
Muribaculum sp910589555,4239.0,0.06389416209277295,-0.17115623704931626,0.3857966272815097,-0.41383762956579256,1.6836555964217705,-0.9368557648934104,,0.5978286691447722
Paenibacillus tengchongensis,3003.0,0.06519225782626849,0.17032739328636548,-0.39728140016142405,0.13792924962212158,1.0551448833206383,1.6859197428837174,,0.5978286691447722
Anaerostipes hadrus,4234.0,0.0660696804008681,-0.1697748307777318,3.7084752185205945,3.0910919854167185,4.565464630942728,3.835967581791224,-0.2627095414363611,0.5978286691447722
