Fisher_OR_producers,Fisher_p_producers,Fisher_OR_correlators,Fisher_p_correlators,n_SCFA_producers,n_total_producers,n_SCFA_total,n_total
3.408695652173913,0.00127878956949862,0.0,0.05708858581213157,15,40,84,501
