Feature,MeanGroup1,MeanGroup2,Log2FC,Statistic,PValue,CliffsD,QValue,Significant
Faecalibacterium prausnitzii_G,2.298128494881117,1.6037299378913257,-2.306742075513631,3172.0,0.01788564744969582,0.2488188976377952,0.44956432300246546,False
Parabacteroides sp011038785,-0.23310076066379293,0.1457620280053698,1.258554941787465,1916.0,0.01938834373057381,-0.24566929133858273,0.44956432300246546,False
Alistipes_A ihumii,-0.7859815740259594,-0.3369911499823111,1.4915139039659853,1865.0,0.011431734678467267,-0.26574803149606296,0.44956432300246546,False
Faecalibacterium prausnitzii_I,0.5789698611123819,0.23235199228051834,-1.1514396366625501,3186.0,0.015500299421840799,0.25433070866141727,0.44956432300246546,False
Alistipes shahii,0.6806379839999774,1.3264899648812096,2.145473840428021,1918.0,0.01978083021210848,-0.24488188976377956,0.44956432300246546,False
Lawsonibacter sp000177015,-0.7417303445039244,-0.2016186507466286,1.79421220986956,1766.0,0.0037263473885474625,-0.30472440944881884,0.44956432300246546,False
Haemophilus_D sp900756875,-0.31960763867514097,-0.8615316239739546,-1.8002325120574547,3194.0,0.014266911764792736,0.25748031496062995,0.44956432300246546,False
Acutalibacter stercoravium,-0.75634016363733,-0.38585334642042407,1.230730566898239,1861.0,0.010952333693470845,-0.2673228346456693,0.44956432300246546,False
Lawsonibacter sp900066645,-0.12286517982561257,0.18371180749815835,1.0184267074367612,1889.0,0.014718900330552879,-0.25629921259842525,0.44956432300246546,False
Bacteroides faecis,0.6611537854404934,1.2057808955386407,1.8092120982723479,1909.0,0.01806772639082157,-0.24842519685039366,0.44956432300246546,False
Caecibacter sp003467125,-0.8897773389421947,-0.37720678718589734,1.7027225164911608,1907.0,0.017705178094317656,-0.24921259842519683,0.44956432300246546,False
Odoribacter splanchnicus,0.9437074864528429,1.6406193009360734,2.315090936190773,1712.0,0.0019161426255098163,-0.3259842519685039,0.44956432300246546,False
Ventrimonas sp003480315,0.19025526121005829,-0.13099739916374425,-1.0671782380530426,3212.0,0.011803416759006249,0.2645669291338584,0.44956432300246546,False
Faecalibacterium sp900758465,0.4700849628137454,-0.005545523010217801,-1.5800102736435486,3276.0,0.005816462537250673,0.28976377952755916,0.44956432300246546,False
Blautia_A sp900751995,-0.31724567679013105,-0.09321100254483154,0.7442270786043985,1889.0,0.014718900330552879,-0.25629921259842525,0.44956432300246546,False
Eubacterium_I ramulus_A,0.20893661320827006,-0.21313611410771055,-1.4020952509566886,3292.0,0.0048331503583196175,0.2960629921259843,0.44956432300246546,False
Parabacteroides distasonis_A,0.8656691449757435,1.3943360452021585,1.7561934286991419,1910.0,0.018251426690430242,-0.24803149606299213,0.44956432300246546,False
Sutterella wadsworthensis_A,-0.3706754339675251,0.32024010852623963,2.2951717518043804,1716.0,0.002015545780962619,-0.32440944881889766,0.44956432300246546,False
Enterocloster sp001517625,0.13191564494917102,0.7638385128453637,2.099202328666158,1842.0,0.008910695619767357,-0.27480314960629926,0.44956432300246546,False
Alistipes communis,-8.062800651873865e-05,0.6420507123090251,2.133114140001883,1830.0,0.0078034290611912575,-0.27952755905511806,0.44956432300246546,False
