met_name,met_base,taxon,pathway,mean_flux,std_flux,n_samples,taxon_full
Valine,val_L,ovatus,Other,41.31271356913146,,1,Bacteroides ovatus
Serine,ser_L,atypica,Other,41.302151214800794,11.640850990375416,3,Veillonella atypica
D-Lactate,lac_D,ovatus,Other,41.228890068071124,28.032962713227196,29,Bacteroides ovatus
Aspartate,asp_L,funiformis,Amino Acid,41.21160739452422,27.025635447561324,15,Megamonas funiformis
Phosphate,pi,iners,Other,41.20288563667193,54.867405313558564,2,Lactobacillus iners
Adenine,ade,parasanguinis,Other,41.197950361743686,32.67027084921926,6,Streptococcus parasanguinis
Valine,val_L,vestibularis,Other,41.18953791552349,41.57603654891815,2,Streptococcus vestibularis
Glycerol,glyc,anginosus,Other,41.14289996567785,33.24207433327968,4,Streptococcus anginosus
Aspartate,asp_L,nordii,Amino Acid,41.047302593300394,24.14580133965543,11,Bacteroides nordii
Cysteine,cys_L,filiformis,Other,41.02494495864642,8.251962198293265,3,Holdemania filiformis
Succinate,succ,pallens,Other,40.997164150881765,32.77386530659945,3,Prevotella pallens
Serine,ser_L,plautii,Other,40.993206409741674,27.620131257274437,10,Flavonifractor plautii
strch2,strch2,subtilis,Other,40.96317031488298,23.174289136791167,3,Bacillus subtilis
Lactate,lac_L,thermophilus,Other,40.93670149582137,17.337003362740866,9,Streptococcus thermophilus
Lactate,lac_L,jalaludinii,Other,40.93497783858248,20.644709332280115,2,Mitsuokella jalaludinii
Uridine,uri,paraputrificum,Other,40.91310358102942,22.504526903740445,2,Clostridium paraputrificum
btoh,btoh,periodonticum,Other,40.90909090909081,,1,Fusobacterium periodonticum
Ammonium,nh4,fluxus,Other,40.8999339268263,30.080204234931127,24,Bacteroides fluxus
Glutamine,gln_L,melaninogenica,Amino Acid,40.86712890937397,23.183768416015898,5,Prevotella melaninogenica
Tryptophan,trp_L,eggerthii,Indole / Tryptophan,40.85612175878657,31.108945644945827,6,Bacteroides eggerthii
Proton,h,fluxus,Other,40.809431683466485,24.81249407019608,8,Bacteroides fluxus
Fumarate,fum,fergusonii,Other,40.78584766876889,26.414750468726364,6,Escherichia fergusonii
CO2,co2,xylanisolvens,Other,40.78534750603378,23.51592463294566,39,Bacteroides xylanisolvens
D-Alanine,ala_D,bartlettii,Other,40.76279345373283,36.16548696744823,4,Intestinibacter bartlettii
Proton,h,hadrus,Other,40.74334836708504,27.34862949729894,48,Anaerostipes hadrus
Succinate,succ,multacida,Other,40.703191369525285,33.460739623138835,4,Mitsuokella multacida
Propionate,ppa,distasonis,SCFA,40.691376895324055,12.132099376454615,5,Parabacteroides distasonis
Glutamate,glu_L,endodontalis,Amino Acid,40.683345379983166,,1,Porphyromonas endodontalis
Succinate,succ,parvirubra,Other,40.682814273691164,44.91980150212349,5,Sutterella parvirubra
phpyr,phpyr,anaerobius,Other,40.631709449873604,52.896835946322746,2,Peptostreptococcus anaerobius
Inosine,ins,albertii,Other,40.60953987729256,18.966800280839223,4,Escherichia albertii
Galactose,gal,cloacae,Other,40.579467864641614,1.4038903835254677,2,Enterobacter cloacae
Glutamine,gln_L,mutans,Amino Acid,40.5782317882165,,1,Streptococcus mutans
Lactate,lac_L,dentium,Other,40.55858876424066,24.893110831483064,3,Bifidobacterium dentium
Nicotinate,nac,fluxus,Other,40.553780515824876,32.752359202569345,12,Bacteroides fluxus
Proton,h,elsdenii,Other,40.55229157887366,27.017924251963713,6,Megasphaera elsdenii
CO2,co2,tannerae,Other,40.53878005499223,21.97515349650256,2,Alloprevotella tannerae
Ammonium,nh4,disiens,Other,40.51602320531054,19.43474399443942,3,Prevotella disiens
gcald,gcald,fluxus,Other,40.5147446766148,32.2257300019307,31,Bacteroides fluxus
Leucine,leu_L,hansenii,Amino Acid,40.49452349734855,44.40206763829486,3,Blautia hansenii
Succinate,succ,disiens,Other,40.47217732151919,25.969391871443115,6,Prevotella disiens
Ethanol,etoh,colihominis,Other,40.47130925585956,9.58017907651933,3,Anaerotruncus colihominis
CO2,co2,buccae,Other,40.46585248058867,28.843514780628,12,Prevotella buccae
CO2,co2,elegans,Other,40.44648956926073,28.92063827747748,4,Granulicatella elegans
Malate,mal_L,fergusonii,Other,40.41841610240365,16.88487630678395,5,Escherichia fergusonii
Acetoacetate,acac,fergusonii,Other,40.414012318569206,24.611808872352036,11,Escherichia fergusonii
Water,h2o,eggerthii,Other,40.37871126090896,22.01632218752736,52,Bacteroides eggerthii
Acetate,ac,disiens,SCFA,40.37367429669035,10.17622216838648,2,Prevotella disiens
Formate,for,ruminicola,Other,40.35704843945375,56.779695584587955,2,Cellulosilyticum ruminicola
Inosine,ins,parvirubra,Other,40.33026430669959,19.114354294232967,2,Sutterella parvirubra
Acetate,ac,onderdonkii,SCFA,40.32649920915306,30.119447140562123,12,Alistipes onderdonkii
Serine,ser_L,inulinivorans,Other,40.31925268747822,9.084187611687332,4,Roseburia inulinivorans
Isoleucine,ile_L,freundii,Amino Acid,40.30953859155166,36.675276533537,5,Citrobacter freundii
Lactate,lac_L,paraputrificum,Other,40.30268536007864,13.714073882376033,2,Clostridium paraputrificum
Lactate,lac_L,ovatus,Other,40.290383085480144,29.08016981932682,20,Bacteroides ovatus
Tetrahydrofolate,thf,longum,Other,40.25022585627298,28.51297896355389,51,Bifidobacterium longum
Guanine,gua,funiformis,Other,40.22520416290173,36.20657645419714,20,Megamonas funiformis
Adenine,ade,sinus,Other,40.19380134350047,31.655441293948822,3,Oribacterium sinus
Ethanol,etoh,parasanguinis,Other,40.190356373050506,27.877918615030126,16,Streptococcus parasanguinis
CO2,co2,hadrus,Other,40.15167204887929,20.8527064015213,30,Anaerostipes hadrus
Succinate,succ,albensis,Other,40.11715711321505,27.87323068662675,8,Prevotella albensis
Cytidine,cytd,vestibularis,Other,40.11588736958506,29.990138635267577,4,Streptococcus vestibularis
Phenylalanine,phe_L,timidum,Other,40.081952883683805,31.656312541704583,3,Mogibacterium timidum
Uridine,uri,anaerobius,Other,40.04861267901149,,1,Peptostreptococcus anaerobius
7-Dehydrocholesterol,7dhcdchol,thetaiotaomicron,Other,40.04636500366066,27.560321655421188,45,Bacteroides thetaiotaomicron
CO2,co2,funiformis,Other,40.009847075823096,23.659955672631053,9,Megamonas funiformis
Succinate,succ,succinatiphilus,Other,40.00167131473429,20.227410237040353,4,Dialister succinatiphilus
Lactate,lac_L,pamelaeae,Other,40.00000000000085,,1,Gordonibacter pamelaeae
Serine,ser_L,formigenes,Other,40.0,,1,Oxalobacter formigenes
Acetate,ac,thetaiotaomicron,SCFA,39.997116092535705,29.467878605096974,43,Bacteroides thetaiotaomicron
Fructose,fru,ovatus,Other,39.989681484904764,26.793202162393357,63,Bacteroides ovatus
Alpha-Ketoglutarate,akg,sakazakii,Other,39.96634026364933,,1,Cronobacter sakazakii
Glycine,gly,putredinis,Amino Acid,39.96369961638725,43.763681082952985,78,Alistipes putredinis
Valine,val_L,catenulatum,Other,39.92830481177054,26.194109219528716,15,Bifidobacterium catenulatum
Water,h2o,clarus,Other,39.927991262802266,24.137147603409392,17,Bacteroides clarus
Ammonium,nh4,thermophilus,Other,39.9148876685368,24.333511851180727,14,Streptococcus thermophilus
Water,h2o,spiroforme,Other,39.90789178314457,8.732211628292994,6,Erysipelatoclostridium spiroforme
Aspartate,asp_L,atypica,Amino Acid,39.826553707500516,35.12382662131241,7,Veillonella atypica
Ammonium,nh4,colihominis,Other,39.756398916290735,29.36969384007985,11,Anaerotruncus colihominis
CO2,co2,jalaludinii,Other,39.7151370574979,25.27691536086579,3,Mitsuokella jalaludinii
Formate,for,fluxus,Other,39.688316392718015,37.91461210005461,24,Bacteroides fluxus
Succinate,succ,intermedia,Other,39.67950053684457,29.73005553489213,5,Kluyvera intermedia
Proton,h,cylindroides,Other,39.67163131276603,28.464812704052008,6,Faecalitalea cylindroides
Glutamate,glu_L,albertii,Amino Acid,39.657800202891416,49.07680015524329,3,Escherichia albertii
Folate,fol,desulfuricans,Other,39.657630194040024,,1,Desulfovibrio desulfuricans
Proline,pro_L,multacida,Amino Acid,39.657591676075434,,1,Mitsuokella multacida
Galactose,gal,hypermegale,Other,39.640358137667356,33.52161153860558,3,Megamonas hypermegale
Ornithine,orn,regensburgei,Polyamine,39.640275856207545,,1,Yokenella regensburgei
Ammonium,nh4,wadsworthensis,Other,39.615565416378914,26.551932708490337,32,Sutterella wadsworthensis
Lactate,lac_L,elsdenii,Other,39.59228564228817,33.460552039556504,3,Megasphaera elsdenii
Hydrogen,h2,nordii,Other,39.55792979409439,28.45524300828878,5,Bacteroides nordii
Formate,for,uniformis,Other,39.54168035351143,24.70445113581164,109,Bacteroides uniformis
C02528,C02528,thetaiotaomicron,Other,39.52965433409022,26.50599289127781,43,Bacteroides thetaiotaomicron
Glycine,gly,merdae,Amino Acid,39.52061740151008,,1,Parabacteroides merdae
Proton,h,cellulosilyticus,Other,39.494463830886176,33.36300648903266,6,Bacteroides cellulosilyticus
Water,h2o,enterocolitica,Other,39.44404438968513,,1,Yersinia enterocolitica
Ammonium,nh4,uniformis,Other,39.43712615641593,27.061211011201816,65,Bacteroides uniformis
D-Lactate,lac_D,splanchnicus,Other,39.425098903758915,28.70906679184565,25,Odoribacter splanchnicus
Pyruvate,pyr,colihominis,Other,39.42143707872244,27.06335237947071,37,Anaerotruncus colihominis
Proline,pro_L,pseudocatenulatum,Amino Acid,39.36854876916607,25.28385576531705,13,Bifidobacterium pseudocatenulatum
CO2,co2,agalactiae,Other,39.36209031888734,,1,Streptococcus agalactiae
Adenine,ade,nucleatum,Other,39.316419421844984,,1,Fusobacterium nucleatum
Alanine,ala_L,atypica,Amino Acid,39.30512328763423,29.625605364941414,5,Veillonella atypica
Tryptophan,trp_L,ovatus,Indole / Tryptophan,39.30256833376991,28.289515047852813,95,Bacteroides ovatus
CO2,co2,spiroforme,Other,39.28571428571405,15.152288168282851,2,Erysipelatoclostridium spiroforme
Deoxyguanosine,dgsn,bifidum,Other,39.233951674527376,38.59609044824383,5,Bifidobacterium bifidum
Aspartate,asp_L,vestibularis,Amino Acid,39.21866142567712,22.998811500935396,3,Streptococcus vestibularis
Alanine,ala_L,putredinis,Amino Acid,39.19971641401353,37.525106732600605,36,Alistipes putredinis
Ammonium,nh4,thetaiotaomicron,Other,39.197938724223306,30.016160546117,50,Bacteroides thetaiotaomicron
Proton,h,asburiae,Other,39.18145278976408,,1,Enterobacter asburiae
Stearate,ocdca,merdae,Other,39.15430378919604,21.98447679307691,93,Parabacteroides merdae
Proton,h,copri,Other,38.99541782543461,51.788522677655926,3,Prevotella copri
Deoxyadenosine,dad_2,oleiciplenus,Other,38.99028231971879,36.72586944140153,18,Bacteroides oleiciplenus
Glutamine,gln_L,laneus,Amino Acid,38.97448662011988,35.43942358505367,8,Odoribacter laneus
Valine,val_L,longum,Other,38.9714382492094,22.339449101906332,4,Bifidobacterium longum
CO2,co2,eggerthii,Other,38.967501507178255,21.88738211389001,85,Bacteroides eggerthii
Deoxycytidine,dcyt,oxytoca,Other,38.94155533681751,,1,Klebsiella oxytoca
Asparagine,asn_L,fragilis,Other,38.90777745314104,22.693958452834938,19,Bacteroides fragilis
Serine,ser_L,fragilis,Other,38.88944242687445,39.24565832268994,5,Bacteroides fragilis
CO2,co2,onderdonkii,Other,38.88280406249559,29.28011003677336,22,Alistipes onderdonkii
Malate,mal_L,intestini,Other,38.868075920254526,33.27802781842439,5,Murimonas intestini
Trimethylamine,tma,youngae,Other,38.86130246739915,26.868819252465908,4,Citrobacter youngae
Ethanol,etoh,adolescentis,Other,38.83623810815937,27.180476030494777,12,Bifidobacterium adolescentis
Deoxyadenosine,dad_2,morganii,Other,38.832930889650896,,1,Morganella morganii
Lactate,lac_L,lutetiensis,Other,38.819924882785706,15.811013859114103,2,Streptococcus lutetiensis
Cysteine,cys_L,piger,Other,38.81240272955596,15.8216517902305,2,Desulfovibrio piger
Glycine,gly,piger,Amino Acid,38.81240272955596,15.8216517902305,2,Desulfovibrio piger
Galactose,gal,davisae,Other,38.806824696391864,42.9865703238875,2,Cedecea davisae
Nicotinate,nac,micra,Other,38.79094306502873,24.226554626848515,3,Parvimonas micra
Ethanol,etoh,elegans,Other,38.77551020408145,,1,Granulicatella elegans
Glycine,gly,piscolens,Amino Acid,38.69444975547104,34.519701106390585,5,Pyramidobacter piscolens
Histidine,his_L,pamelaeae,Other,38.65004226069223,11.510211444074145,2,Gordonibacter pamelaeae
Serine,ser_L,prausnitzii,Other,38.64276194598969,32.47656313693993,9,Faecalibacterium prausnitzii
Succinate,succ,hadrus,Other,38.63955936612267,21.453691428479008,23,Anaerostipes hadrus
Nicotinamide,ncam,clarus,Other,38.62986461801315,34.965867090371425,2,Bacteroides clarus
Proton,h,fergusonii,Other,38.62611349173268,37.67842218531874,7,Escherichia fergusonii
Uridine,uri,australis,Other,38.59213250517788,33.562526231782044,3,Streptococcus australis
Fumarate,fum,intestini,Other,38.58998146629714,32.96724405564951,3,Murimonas intestini
Lactate,lac_L,kashiwanohense,Other,38.587382678234945,31.91201954152491,3,Bifidobacterium kashiwanohense
Leucine,leu_L,plautii,Amino Acid,38.57239491486717,31.419286919768226,13,Flavonifractor plautii
Mannitol,mnl,longum,Other,38.54970311458154,22.89063610711354,27,Bifidobacterium longum
3mop,3mop,prausnitzii,Other,38.50240291957041,34.95346026621271,46,Faecalibacterium prausnitzii
Glutamine,gln_L,jalaludinii,Amino Acid,38.4968617534913,17.29011909837181,3,Mitsuokella jalaludinii
Acetate,ac,prausnitzii,SCFA,38.49412630307984,30.3977249963035,5,Faecalibacterium prausnitzii
Valine,val_L,adolescentis,Other,38.46759271409191,24.171048477263525,19,Bifidobacterium adolescentis
Serine,ser_L,merdae,Other,38.45209553681375,27.75128721379607,20,Parabacteroides merdae
Guanosine,gsn,bivia,Other,38.43998881575259,22.38996416220072,3,Prevotella bivia
Valine,val_L,bivia,Other,38.43993896171555,30.68526926488935,11,Prevotella bivia
Ammonium,nh4,xylanisolvens,Other,38.420190280107214,26.661508219745738,16,Bacteroides xylanisolvens
Serine,ser_L,asaccharolytica,Other,38.41531955155156,27.726174617336003,4,Porphyromonas asaccharolytica
CO2,co2,prausnitzii,Other,38.41002337119978,23.63805475009808,12,Faecalibacterium prausnitzii
Aspartate,asp_L,plautii,Amino Acid,38.404457788319164,26.09029810812148,20,Flavonifractor plautii
Fructose,fru,fragilis,Other,38.39938717331746,29.837432640598262,59,Bacteroides fragilis
Lysine,lys_L,muciniphila,Amino Acid,38.37604640189767,23.850670110789082,14,Akkermansia muciniphila
Glucose-6-Phosphate,g6p,hormaechei,Other,38.305777447519965,,1,Enterobacter hormaechei
3dhchol,3dhchol,filiformis,Other,38.28331657487941,15.633599873741103,6,Holdemania filiformis
2obut,2obut,cellulosilyticus,Other,38.27137428222697,34.18112495176851,17,Bacteroides cellulosilyticus
Uridine,uri,uniformis,Other,38.19415633806488,,1,Bacteroides uniformis
Valine,val_L,formicigenerans,Other,38.180631755909616,25.787213070922647,20,Dorea formicigenerans
Lactate,lac_L,albertii,Other,38.10733856257542,37.43218797643679,3,Escherichia albertii
Water,h2o,cancerogenus,Other,38.0436499049074,,1,Enterobacter cancerogenus
Propionate,ppa,albertii,SCFA,37.96974663262557,26.537918220023748,6,Escherichia albertii
GABA,4abut,albertii,Other,37.92023830026806,33.664881934543544,3,Escherichia albertii
Isoleucine,ile_L,elegans,Amino Acid,37.903643485931994,,1,Granulicatella elegans
CO2,co2,salyersiae,Other,37.88269213971615,28.572625639974678,24,Bacteroides salyersiae
Acetate,ac,fragilis,SCFA,37.840183429972676,17.24242482499145,12,Bacteroides fragilis
Proton,h,colihominis,Other,37.80750180052113,34.66187304706217,5,Anaerotruncus colihominis
CO2,co2,ovatus,Other,37.80473022452839,24.65565476950591,53,Bacteroides ovatus
Butyrate,but,prausnitzii,SCFA,37.80219746312657,5.498283847770819,2,Faecalibacterium prausnitzii
Cholate,cholate,plautii,Bile Acid,37.74069918657335,23.140028446806816,40,Flavonifractor plautii
Cytidine,cytd,longum,Other,37.723596194858146,36.29046486759921,20,Bifidobacterium longum
2obut,2obut,xylanisolvens,Other,37.71832409698421,25.018934281643144,27,Bacteroides xylanisolvens
Deoxycytidine,dcyt,plautii,Other,37.70950854150967,29.02935438956671,19,Flavonifractor plautii
Glutamine,gln_L,prausnitzii,Amino Acid,37.66667960758476,31.15373877279955,15,Faecalibacterium prausnitzii
Ethanol,etoh,hypermegale,Other,37.64885471733412,10.525367088548487,2,Megamonas hypermegale
Phosphate,pi,sakazakii,Other,37.615420205208565,49.16404563851935,2,Cronobacter sakazakii
Cysteine,cys_L,prausnitzii,Other,37.601992663875,24.300096053991812,56,Faecalibacterium prausnitzii
R-Acetoin,actn_R,hydrophila,Other,37.57901202846451,51.74098476277202,2,Aeromonas hydrophila
Tetradecanoate,ttdca,wadsworthia,Other,37.56729054429456,35.48159429270069,3,Bilophila wadsworthia
Succinate,succ,parasanguinis,Other,37.55090318128411,49.70553646012093,5,Streptococcus parasanguinis
Proline,pro_L,atypica,Amino Acid,37.5203022556444,32.020751987170634,3,Veillonella atypica
Leucine,leu_L,prausnitzii,Amino Acid,37.51838811275156,24.910996736362236,34,Faecalibacterium prausnitzii
Glucose,glc_D,prausnitzii,Other,37.511090617426255,23.12092856883595,22,Faecalibacterium prausnitzii
Leucine,leu_L,multacida,Amino Acid,37.51025064732154,41.36882039420795,4,Mitsuokella multacida
Histidine,his_L,spiroforme,Other,37.50000000000004,,1,Erysipelatoclostridium spiroforme
strch2,strch2,striatum,Other,37.5,,1,Corynebacterium striatum
Succinate,succ,corporis,Other,37.479935201482455,18.223348835885936,3,Prevotella corporis
Aspartate,asp_L,bryantii,Amino Acid,37.475269628956276,42.13141519659506,4,Prevotella bryantii
Ammonium,nh4,onderdonkii,Other,37.47012869428767,32.89447237862917,6,Alistipes onderdonkii
Acetaldehyde,acald,atypica,Other,37.43563340119392,28.41399037771102,13,Veillonella atypica
Alpha-Ketoglutarate,akg,multacida,Other,37.40064851850976,29.656701115076615,8,Mitsuokella multacida
Uridine,uri,sinus,Other,37.39366214007677,,1,Oribacterium sinus
D-Lactate,lac_D,hansenii,Other,37.371487974654535,31.309542889491322,3,Blautia hansenii
Butyrate,but,endodontalis,SCFA,37.26165622404524,36.693643855387734,3,Porphyromonas endodontalis
Arginine,arg_L,bartlettii,Polyamine,37.25490196077605,,1,Intestinibacter bartlettii
Ribose,rib_D,longum,Other,37.25191178082663,26.548667229288174,9,Bifidobacterium longum
Valine,val_L,graevenitzii,Other,37.23284296196916,22.147828386832806,3,Actinomyces graevenitzii
Fumarate,fum,atypica,Other,37.20544458412227,18.11564719005607,7,Veillonella atypica
Serine,ser_L,eggerthii,Other,37.20455111440314,28.229379281296673,16,Bacteroides eggerthii
Ammonium,nh4,plautii,Other,37.20027968547383,35.032897318557474,48,Flavonifractor plautii
CO2,co2,bryantii,Other,37.17953466273162,22.775695343404063,7,Prevotella bryantii
CO2,co2,eutactus,Other,37.176607504538836,51.87545501507368,2,Coprococcus eutactus
Arginine,arg_L,splanchnicus,Polyamine,37.14497058336451,7.413560568352195,3,Odoribacter splanchnicus
Glycerol,glyc,tanakaei,Other,37.125938728791866,26.232147025991594,3,Collinsella tanakaei
Lactate,lac_L,copri,Other,37.122171096815954,43.05198116721964,7,Prevotella copri
Gluconate,glcn,youngae,Other,37.059930126310135,,1,Citrobacter youngae
Lactate,lac_L,vestibularis,Other,37.03496811643782,34.89526798276093,7,Streptococcus vestibularis
Deoxyadenosine,dad_2,goldsteinii,Other,37.02506015224709,34.29711716899854,37,Parabacteroides goldsteinii
Aspartate,asp_L,mitsuokai,Amino Acid,36.99065291849717,16.20164921742682,4,Catenibacterium mitsuokai
Cysteine,cys_L,clarus,Other,36.97235433889379,36.7119982361679,51,Bacteroides clarus
Aspartate,asp_L,muciniphila,Amino Acid,36.954665624798395,,1,Akkermansia muciniphila
Deoxyadenosine,dad_2,xylanisolvens,Other,36.935539282900386,40.94534740571004,4,Bacteroides xylanisolvens
7ocholate,7ocholate,thetaiotaomicron,Other,36.90539554410369,27.457913267230563,42,Bacteroides thetaiotaomicron
Succinate,succ,wadsworthensis,Other,36.87472449468954,50.944986891417514,2,Sutterella wadsworthensis
Acetaldehyde,acald,formicigenerans,Other,36.873304073288125,,1,Dorea formicigenerans
Uridine,uri,bartlettii,Other,36.83086313316917,35.894165214467606,7,Intestinibacter bartlettii
Ammonium,nh4,atypica,Other,36.8222264848115,30.04219993089685,11,Veillonella atypica
Acetaldehyde,acald,salyersiae,Other,36.794328871728844,20.770767424063344,4,Bacteroides salyersiae
Water,h2o,wadsworthensis,Other,36.770614482207165,23.864125227705852,29,Sutterella wadsworthensis
Glutamate,glu_L,anaerobius,Amino Acid,36.76206139896945,19.911908113503078,5,Peptostreptococcus anaerobius
Valine,val_L,mitsuokai,Other,36.7342342776228,20.719729017967182,3,Catenibacterium mitsuokai
Mannitol,mnl,fluxus,Other,36.73367271485664,19.757686431673687,22,Bacteroides fluxus
Acetaldehyde,acald,faecis,Other,36.72181011587329,24.992505126770705,9,Blautia_A faecis
CO2,co2,breve,Other,36.72127627020003,37.14569347737249,20,Bifidobacterium breve
D-Alanine,ala_D,fergusonii,Other,36.69756917548023,32.76580142375341,6,Escherichia fergusonii
Galactose,gal,youngae,Other,36.61175696615028,,1,Citrobacter youngae
Proton,h,salivae,Other,36.59102462140614,4.6070712016401805,2,Prevotella salivae
Asparagine,asn_L,splanchnicus,Other,36.58983287255318,24.25778490351508,2,Odoribacter splanchnicus
D-Lactate,lac_D,fragilis,Other,36.58685372390132,18.987638461334537,18,Bacteroides fragilis
Trimethylamine,tma,piger,Other,36.49975810353137,23.334181685890346,2,Desulfovibrio piger
Fumarate,fum,parvirubra,Other,36.494427831325076,22.48769678040407,4,Sutterella parvirubra
Tryptophan,trp_L,fragilis,Indole / Tryptophan,36.49425793002732,32.93013594528608,9,Bacteroides fragilis
Butyrate,but,inulinivorans,SCFA,36.491293515352226,22.996464901506467,20,Roseburia inulinivorans
Propionate,ppa,virosa,SCFA,36.48009469862572,29.135276773140127,9,Butyricimonas virosa
Alanine,ala_L,oleiciplenus,Amino Acid,36.438203378243635,23.749069364431584,5,Bacteroides oleiciplenus
Water,h2o,bartlettii,Other,36.43301133533868,18.372379986215325,4,Intestinibacter bartlettii
Aspartate,asp_L,longum,Amino Acid,36.396905997924634,17.055442682892618,4,Bifidobacterium longum
Acetaldehyde,acald,muciniphila,Other,36.39541763806428,27.422531012531625,12,Akkermansia muciniphila
Glycerol,glyc,longum,Other,36.326353739599014,32.84921428614862,33,Bifidobacterium longum
D-Lactate,lac_D,uniformis,Other,36.3154883085926,22.512348904282213,18,Bacteroides uniformis
Proton,h,intestini,Other,36.306391665055884,18.095365469014823,3,Murimonas intestini
Glutamine,gln_L,asaccharolytica,Amino Acid,36.28500296726215,,1,Porphyromonas asaccharolytica
Proton,h,splanchnicus,Other,36.275533906911114,22.136490517207218,10,Odoribacter splanchnicus
Asparagine,asn_L,fergusonii,Other,36.25665427674877,28.22963423559799,2,Escherichia fergusonii
Water,h2o,hydrophila,Other,36.20181071521688,,1,Aeromonas hydrophila
Alanine,ala_L,aphrophilus,Amino Acid,36.1943190425832,40.72481287887754,2,Aggregatibacter aphrophilus
D-Lactate,lac_D,merdae,Other,36.19022677882804,27.14096055154062,42,Parabacteroides merdae
Glutamate,glu_L,prausnitzii,Amino Acid,36.18273254417856,27.259245540265006,10,Faecalibacterium prausnitzii
Succinate,succ,dentium,Other,36.165094897956834,,1,Bifidobacterium dentium
CO2,co2,uniformis,Other,36.159626078525484,29.061263626566312,26,Bacteroides uniformis
Proline,pro_L,pamelaeae,Amino Acid,36.159108356936635,17.22345003179443,3,Gordonibacter pamelaeae
Deoxycytidine,dcyt,salyersiae,Other,36.138195993673406,42.30430244938656,11,Bacteroides salyersiae
D-Lactate,lac_D,inulinivorans,Other,36.10167813355119,25.868818604497164,19,Roseburia inulinivorans
Serine,ser_L,desulfuricans,Other,36.098338567559985,,1,Desulfovibrio desulfuricans
Isoleucine,ile_L,prausnitzii,Amino Acid,36.0844446821786,35.72955994424138,45,Faecalibacterium prausnitzii
Lactate,lac_L,funiformis,Other,36.026462074855495,25.104233684326427,9,Megamonas funiformis
csn,csn,stomatis,Other,36.02327290416488,32.16543520346924,10,Peptostreptococcus stomatis
Ammonium,nh4,distasonis,Other,35.9966170838564,27.808215363095513,52,Parabacteroides distasonis
isochol,isochol,filiformis,Other,35.98333170558593,,1,Holdemania filiformis
Cytidine,cytd,merdae,Other,35.982470732542446,36.26494416448662,2,Parabacteroides merdae
Glutamine,gln_L,evryensis,Amino Acid,35.89779624087269,9.525189591609278,3,Cloacibacillus evryensis
Acetaldehyde,acald,inulinivorans,Other,35.85393218215291,25.8872463331458,45,Roseburia inulinivorans
Adenosine,adn,parvula,Other,35.82606641280174,32.35942088661212,11,Lancefieldella parvula
CO2,co2,oleiciplenus,Other,35.82172680495487,23.604294708202385,20,Bacteroides oleiciplenus
Phenylalanine,phe_L,wadsworthia,Other,35.819025426380854,26.881635435068233,14,Bilophila wadsworthia
Adenosine,adn,parasanguinis,Other,35.8121975215958,32.47989960067241,7,Streptococcus parasanguinis
Guanosine,gsn,stercorea,Other,35.779889373336744,22.49693055529561,25,Prevotella stercorea
Succinate,succ,ovatus,Other,35.747379858241345,29.00004202159954,37,Bacteroides ovatus
R-Acetoin,actn_R,thermophilus,Other,35.71805757916045,22.268868827402382,15,Streptococcus thermophilus
Riboflavin,ribflv,hansenii,Other,35.71428571428569,,1,Blautia hansenii
Cytidine,cytd,cancerogenus,Other,35.681045173157315,,1,Enterobacter cancerogenus
Adenine,ade,laneus,Other,35.642253658604446,25.365112475276526,4,Odoribacter laneus
C02528,C02528,aerofaciens,Other,35.6419924588212,,1,Collinsella aerofaciens
Ethanol,etoh,dentium,Other,35.63499786434977,20.977562242786323,5,Bifidobacterium dentium
Asparagine,asn_L,virosa,Other,35.62629316296107,,1,Butyricimonas virosa
Histidine,his_L,gelidum,Other,35.59091168030028,,1,Leuconostoc gelidum
Riboflavin,ribflv,bartlettii,Other,35.5808918328032,33.68746648252354,2,Intestinibacter bartlettii
CO2,co2,enoeca,Other,35.553027533249875,42.88446004747977,2,Prevotella enoeca
Ammonium,nh4,melaninogenica,Other,35.50752330174642,29.469527488038143,8,Prevotella melaninogenica
Glutamate,glu_L,splanchnicus,Amino Acid,35.501760608360186,25.503704707486204,16,Odoribacter splanchnicus
Glutamine,gln_L,intermedia,Amino Acid,35.4658073764582,29.180477831045664,4,Kluyvera intermedia
Arginine,arg_L,ovatus,Polyamine,35.45097965935543,25.305757472984272,78,Bacteroides ovatus
Alanine,ala_L,parvula,Amino Acid,35.37241695223532,7.370132230578455,3,Lancefieldella parvula
Lactate,lac_L,catenulatum,Other,35.36338407283857,9.977102503021053,3,Bifidobacterium catenulatum
Proline,pro_L,distasonis,Amino Acid,35.362193330009404,39.94561096595275,6,Parabacteroides distasonis
N-Acetylglucosamine,acgam,ovatus,Other,35.350629892702415,24.05001876504247,32,Bacteroides ovatus
Gamma-Butyrobetaine,gbbtn,fergusonii,Other,35.33756086722918,13.661539290237704,25,Escherichia fergusonii
Glutamine,gln_L,atypica,Amino Acid,35.31255399719259,30.77412787019,12,Veillonella atypica
Water,h2o,tannerae,Other,35.29176861490304,17.48115776987273,4,Alloprevotella tannerae
Water,h2o,parasanguinis,Other,35.27780292772949,14.893923624238196,6,Streptococcus parasanguinis
Deoxycytidine,dcyt,fluxus,Other,35.150601422016045,38.682153500410855,10,Bacteroides fluxus
Valine,val_L,spiroforme,Other,35.11904761905376,15.19898254142926,4,Erysipelatoclostridium spiroforme
